Ticker;Ind. Id;Indicadores;Atual;2022;2021;2020;2019;2018;2017;2016;2015;2014
USIM3;24;ROE;-1,55%;6,98%;41,70%;4,53%;1,52%;5,09%;1,69%;-4,95%;-24,13%;0,77%
USIM3;25;ROA;-0,90%;4,04%;22,97%;2,25%;0,81%;2,74%;0,90%;-2,55%;-11,66%;0,42%
USIM3;26;ROIC;-2,06%;4,61%;30,05%;10,41%;4,29%;3,41%;3,57%;-2,47%;-21,08%;2,68%
USIM3;27;GIRO ATIVOS;0,71;0,81;0,85;0,54;0,57;0,52;0,41;0,32;0,37;0,39
USIM3;28;CAGR REC. 5;24,78%;24,78%;31,89%;9,57%;4,95%;1,38%;-3,32%;-6,61%;-4,71%;1,45%
USIM3;29;CAGR LUCRO 5;-%;47,29%;-%;-%;10,48%;-%;-%;-%;-%;-36,68%
USIM5;0;D.Y;4,86%;8,79%;9,40%;0,30%;1,68%;0,52%;-%;-%;2,11%;-%
USIM5;1;P/L;-23,39;5,55;2,09;27,21;55,88;15,9;48,94;-1,53;-0,49;39,52
USIM5;2;PEG RATIO;0,22;-0,07;-;-;-;0,08;-0,36;0,02;0;-0,21
USIM5;3;P/VP;0,36;0,39;0,87;1,23;0,85;0,81;0,83;0,08;0,12;0,31
USIM5;4;EV/EBITDA;23,41;2,88;1,43;5,13;7,9;-;-;-;-;-
USIM5;5;EV/EBIT;-14,8;3,85;1,55;6,89;16,12;15,12;19,17;-29,45;-2,39;17,85
USIM5;6;P/EBITDA;22,5;2,51;1,52;4,66;6,13;-;-;-;-;-
USIM5;7;P/EBIT;-14,22;3,36;1,65;6,25;12,51;10,11;12,9;-4,64;-0,43;7,24
USIM5;8;VPA;18,71;18,48;17,36;11,86;11,21;11,39;10,99;53,99;13,23;16,49
USIM5;9;P/ATIVO;0,21;0,22;0,48;0,61;0,45;0,44;0,44;0,04;0,06;0,17
USIM5;10;LPA;-0,29;1,29;7,24;0,54;0,17;0,58;0,19;-2,67;-3,19;0,13
USIM5;11;P/SR;0,3;0,28;0,56;1,14;0,8;0,84;1,06;0,12;0,15;0,44
USIM5;12;P/CAP. GIRO;0,63;0,6;1,39;2,49;2;2,32;2,71;0,22;0,66;1,47
USIM5;13;P/ATIVO CIR. LIQ;-0,4;-0,46;-0,98;-1,01;-0,68;-0,63;-0,61;-0,05;-0,08;-0,23
USIM5;14;DÍV. LIQ/PL;0,01;0,05;-0,03;0,07;0,23;0,29;0,31;0,34;0,44;0,23
USIM5;15;DIV. LIQ/EBITDA;0,92;0,32;-0,06;0,28;1,64;-;-;-;-;-
USIM5;16;DIV. LIQ/EBIT;-0,58;0,42;-0,06;0,38;3,34;3,64;4,89;-21,06;-1,61;5,42
USIM5;17;PL/ATIVOS;0,58;0,58;0,55;0,5;0,53;0,54;0,53;0,52;0,48;0,55
USIM5;18;PASSIVOS/ATIVOS;0,35;0,35;0,38;0,44;0,41;0,41;0,42;0,42;0,46;0,38
USIM5;19;LIQ. CORRENTE;3,43;3,78;3,16;2,64;3,07;2,5;2,38;3,66;1,53;1,73
USIM5;20;M.BRUTA;8,47%;17,49%;33,42%;20,24%;12,54%;16,13%;15,23%;5,76%;1,69%;8,83%
USIM5;21;M.EBITDA;1,32%;10,99%;36,97%;24,42%;13,01%;-%;-%;-%;-%;-%
USIM5;22;M.EBIT;-2,09%;8,21%;34,06%;18,20%;6,37%;8,32%;8,23%;-2,62%;-35,63%;6,02%
USIM5;23;M.LIQ;-1,27%;4,98%;26,89%;4,18%;1,43%;5,29%;2,17%;-7,92%;-31,77%;1,10%
USIM5;24;ROE;-1,55%;6,98%;41,70%;4,53%;1,52%;5,09%;1,69%;-4,95%;-24,13%;0,77%
USIM5;25;ROA;-0,90%;4,04%;22,97%;2,25%;0,81%;2,74%;0,90%;-2,55%;-11,66%;0,42%
USIM5;26;ROIC;-2,06%;4,61%;30,05%;10,41%;4,29%;3,41%;3,57%;-2,47%;-21,08%;2,68%
USIM5;27;GIRO ATIVOS;0,71;0,81;0,85;0,54;0,57;0,52;0,41;0,32;0,37;0,39
USIM5;28;CAGR REC. 5;24,78%;24,78%;31,89%;9,57%;4,95%;1,38%;-3,32%;-6,61%;-4,71%;1,45%
USIM5;29;CAGR LUCRO 5;-%;47,29%;-%;-%;10,48%;-%;-%;-%;-%;-36,68%
USIM6;0;D.Y;2,02%;4,67%;7,50%;0,37%;1,69%;-%;-%;-%;-%;-%
USIM6;1;P/L;-56,35;10,46;2,62;21,62;55,53;-;48,94;-;-;-
USIM6;2;PEG RATIO;0,53;-0,13;-;-;-;-;-0,36;-;-;-
USIM6;3;P/VP;0,87;0,73;1,09;0,98;0,84;-;0,83;-;-;-
USIM6;4;EV/EBITDA;23,41;2,88;1,43;5,13;7,9;-;-;-;-;-
USIM6;5;EV/EBIT;-14,8;3,85;1,55;6,89;16,12;15,12;19,17;-29,45;-2,39;17,85
USIM6;6;P/EBITDA;54,21;4,73;1,91;3,7;6,09;-;-;-;-;-
USIM6;7;P/EBIT;-34,27;6,33;2,07;4,97;12,43;-;12,9;-;-;-
USIM6;8;VPA;18,71;18,48;17,36;11,86;11,21;11,39;10,99;53,99;13,23;16,49
USIM6;9;P/ATIVO;0,51;0,42;0,6;0,49;0,45;-;0,44;-;-;-
USIM6;10;LPA;-0,29;1,29;7,24;0,54;0,17;0,58;0,19;-2,67;-3,19;0,13
USIM6;11;P/SR;0,72;0,52;0,71;0,9;0,79;-;1,06;-;-;-
USIM6;12;P/CAP. GIRO;1,53;1,13;1,74;1,98;1,98;-;2,71;-;-;-
USIM6;13;P/ATIVO CIR. LIQ;-0,96;-0,86;-1,22;-0,8;-0,68;-;-0,61;-;-;-
USIM6;14;DÍV. LIQ/PL;0,01;0,05;-0,03;0,07;0,23;0,29;0,31;0,34;0,44;0,23
USIM6;15;DIV. LIQ/EBITDA;0,92;0,32;-0,06;0,28;1,64;-;-;-;-;-
USIM6;16;DIV. LIQ/EBIT;-0,58;0,42;-0,06;0,38;3,34;3,64;4,89;-21,06;-1,61;5,42
USIM6;17;PL/ATIVOS;0,58;0,58;0,55;0,5;0,53;0,54;0,53;0,52;0,48;0,55
USIM6;18;PASSIVOS/ATIVOS;0,35;0,35;0,38;0,44;0,41;0,41;0,42;0,42;0,46;0,38
USIM6;19;LIQ. CORRENTE;3,43;3,78;3,16;2,64;3,07;2,5;2,38;3,66;1,53;1,73
USIM6;20;M.BRUTA;8,47%;17,49%;33,42%;20,24%;12,54%;16,13%;15,23%;5,76%;1,69%;8,83%
USIM6;21;M.EBITDA;1,32%;10,99%;36,97%;24,42%;13,01%;-%;-%;-%;-%;-%
USIM6;22;M.EBIT;-2,09%;8,21%;34,06%;18,20%;6,37%;8,32%;8,23%;-2,62%;-35,63%;6,02%
USIM6;23;M.LIQ;-1,27%;4,98%;26,89%;4,18%;1,43%;5,29%;2,17%;-7,92%;-31,77%;1,10%
USIM6;24;ROE;-1,55%;6,98%;41,70%;4,53%;1,52%;5,09%;1,69%;-4,95%;-24,13%;0,77%
USIM6;25;ROA;-0,90%;4,04%;22,97%;2,25%;0,81%;2,74%;0,90%;-2,55%;-11,66%;0,42%
USIM6;26;ROIC;-2,06%;4,61%;30,05%;10,41%;4,29%;3,41%;3,57%;-2,47%;-21,08%;2,68%
USIM6;27;GIRO ATIVOS;0,71;0,81;0,85;0,54;0,57;0,52;0,41;0,32;0,37;0,39
USIM6;28;CAGR REC. 5;24,78%;24,78%;31,89%;9,57%;4,95%;1,38%;-3,32%;-6,61%;-4,71%;1,45%
USIM6;29;CAGR LUCRO 5;-%;47,29%;-%;-%;10,48%;-%;-%;-%;-%;-36,68%
VALE3;0;D.Y;5,67%;8,53%;18,79%;2,75%;2,65%;3,86%;3,29%;0,65%;7,49%;8,63%
VALE3;1;P/L;6,8;4,43;3,3;17,3;-42,22;10,5;11,98;10,12;-1,55;123,17
VALE3;2;PEG RATIO;-0,12;-0,21;-;-;-;0,23;0,37;-0,08;0;0,17
VALE3;3;P/VP;1,7;2,27;2,08;2,49;1,74;1,58;1,47;1,06;0,52;0,8
VALE3;4;EV/EBITDA;4,7;4,06;2,7;6,34;15,85;-;-;-;-;-
VALE3;5;EV/EBIT;5,82;5,16;2,91;9,03;139,25;7,11;7,85;10,44;-5,83;8,81
VALE3;6;P/EBITDA;4,07;3,7;2,63;6,23;14,32;-;-;-;-;-
VALE3;7;P/EBIT;5,04;4,7;2,83;8,88;125,75;6,24;6,11;6,5;-2,39;5,64
VALE3;8;VPA;41,9;39,15;37,49;35,16;30,56;32,25;27,41;24,26;25,01;27,29
VALE3;9;P/ATIVO;0,73;0,94;0,8;0,97;0,76;0,79;0,64;0,42;0,2;0,38
VALE3;10;LPA;10,47;20,07;23,62;5,05;-1,26;4,86;3,36;2,54;-8,43;0,18
VALE3;11;P/SR;1,57;1,88;1,36;2,22;1,89;2;1,95;1,42;0,88;1,42
VALE3;12;P/CAP. GIRO;62,73;49,79;10,01;9,07;21,85;11,35;10,92;3,65;3,55;4,66
VALE3;13;P/ATIVO CIR. LIQ;-0,87;-1,14;-1,07;-1,32;-0,94;-0,95;-0,8;-0,54;-0,24;-0,46
VALE3;14;DÍV. LIQ/PL;0,26;0,22;0,05;0,04;0,19;0,22;0,42;0,64;0,75;0,45
VALE3;15;DIV. LIQ/EBITDA;0,63;0,36;0,07;0,11;1,54;-;-;-;-;-
VALE3;16;DIV. LIQ/EBIT;0,78;0,46;0,07;0,15;13,49;0,87;1,74;3,94;-3,45;3,17
VALE3;17;PL/ATIVOS;0,43;0,41;0,39;0,39;0,44;0,5;0,44;0,39;0,38;0,47
VALE3;18;PASSIVOS/ATIVOS;0,56;0,57;0,61;0,62;0,57;0,49;0,55;0,59;0,6;0,52
VALE3;19;LIQ. CORRENTE;1,08;1,12;1,47;1,67;1,23;1,67;1,45;2,01;1,47;1,88
VALE3;20;M.BRUTA;40,12%;45,17%;60,05%;52,73%;43,60%;39,62%;38,03%;35,39%;19,57%;34,92%
VALE3;21;M.EBITDA;38,45%;50,73%;51,84%;35,57%;13,24%;-%;-%;-%;-%;-%
VALE3;22;M.EBIT;31,07%;39,88%;48,15%;24,97%;1,51%;32,10%;31,82%;21,89%;-36,67%;25,21%
VALE3;23;M.LIQ;23,03%;42,35%;41,30%;12,81%;-4,49%;19,08%;16,24%;14,07%;-56,64%;1,16%
VALE3;24;ROE;24,99%;51,27%;63,01%;14,38%;-4,13%;15,06%;12,26%;10,46%;-33,71%;0,65%
VALE3;25;ROA;10,66%;21,16%;24,29%;5,59%;-1,80%;7,51%;5,37%;4,13%;-12,79%;0,31%
VALE3;26;ROIC;21,26%;28,76%;42,35%;18,93%;-0,12%;18,07%;13,45%;4,86%;-19,03%;7,59%
VALE3;27;GIRO ATIVOS;0,46;0,5;0,59;0,44;0,4;0,39;0,33;0,29;0,23;0,27
VALE3;28;CAGR REC. 5;15,85%;15,85%;25,41%;21,72%;12,46%;5,79%;3,53%;-1,21%;-1,27%;11,24%
VALE3;29;CAGR LUCRO 5;21,94%;40,33%;55,55%;-%;-%;194,87%;12,25%;-18,85%;-%;-37,90%
VAMO3;0;D.Y;3,16%;2,07%;1,64%;-%;-%;-%;-%;-%;;
VAMO3;1;P/L;15,07;19,38;29,09;-;-;-;-;-;;
VAMO3;2;PEG RATIO;0,71;0,29;-;-;-;-;-;-;;
VAMO3;3;P/VP;1,99;3,56;4,43;-;-;-;-;-;;
VAMO3;4;EV/EBITDA;7,15;9,68;13,31;-;-;-;-;-;;
VAMO3;5;EV/EBIT;8,91;11,62;18,53;-;-;-;-;-;;
VAMO3;6;P/EBITDA;3,78;6,7;11,15;-;-;-;-;-;;
VAMO3;7;P/EBIT;4,71;8,04;15,53;-;-;-;-;-;;
VAMO3;8;VPA;4,42;3,55;2,7;-;-;-;-;-;;
VAMO3;9;P/ATIVO;0,51;0,78;1,15;-;-;-;-;-;;
VAMO3;10;LPA;0,58;0,65;0,41;-;-;-;-;-;;
VAMO3;11;P/SR;1,62;2,64;4,15;-;-;-;-;-;;
VAMO3;12;P/CAP. GIRO;3,43;-95,51;3,18;-;-;-;-;-;;
VAMO3;13;P/ATIVO CIR. LIQ;-0,71;-1,04;-2,2;-;-;-;-;-;;
VAMO3;14;DÍV. LIQ/PL;1,79;1,58;0,86;4,12;3,34;1,49;0,85;2,99;;
VAMO3;15;DIV. LIQ/EBITDA;3,4;2,98;2,16;3,26;3,11;2;-;3,88;;
VAMO3;16;DIV. LIQ/EBIT;4,23;3,58;3;5,64;5,6;3,96;0;5,9;;
VAMO3;17;PL/ATIVOS;0,25;0,22;0,26;0,12;0,16;287,37;0,35;0,2;;
VAMO3;18;PASSIVOS/ATIVOS;0,75;0,78;0,74;0,88;0,84;712,63;0,65;0,8;;
VAMO3;19;LIQ. CORRENTE;2,03;0,97;4,09;1,29;1,49;0,86;0;0,48;;
VAMO3;20;M.BRUTA;44,40%;42,59%;36,59%;34,21%;34,10%;33,47%;50,78%;44,46%;;
VAMO3;21;M.EBITDA;42,73%;39,34%;37,18%;42,21%;43,55%;46,13%;-%;64,08%;;
VAMO3;22;M.EBIT;34,31%;32,79%;26,69%;24,42%;24,16%;23,29%;39,48%;42,13%;;
VAMO3;23;M.LIQ;10,72%;13,61%;14,25%;11,84%;11,70%;12,03%;19,50%;20,60%;;
VAMO3;24;ROE;13,24%;18,37%;15,24%;35,40%;28,89%;19,42%;11624,33%;24,76%;;
VAMO3;25;ROA;3,36%;4,01%;3,95%;4,24%;4,64%;5581,46%;4013,00%;5,02%;;
VAMO3;26;ROIC;13,27%;13,48%;6,60%;8,64%;8,95%;11,43%;8492,27%;8,87%;;
VAMO3;27;GIRO ATIVOS;0,31;0,29;0,28;0,36;0,4;464,04;205,76;0,24;;
VAMO3;28;CAGR REC. 5;64,03%;64,03%;571,04%;-%;-%;-%;-%;-%;;
VAMO3;29;CAGR LUCRO 5;51,58%;52,64%;523,40%;-%;-%;-%;-%;-%;;
VBBR3;0;D.Y;3,84%;5,51%;9,51%;4,25%;8,91%;5,71%;-%;-%;-%;-%
VBBR3;1;P/L;12,23;11,79;9,98;6,6;15,84;9,38;-;-;-;-
VBBR3;2;PEG RATIO;6,26;-0,31;-;-;-;-;-;-;-;-
VBBR3;3;P/VP;1,84;1,44;2,03;2,11;4;3,09;-;-;-;-
VBBR3;4;EV/EBITDA;7,47;6,95;11,1;6,07;20,97;11,58;-;-;-;-
VBBR3;5;EV/EBIT;8,48;7,92;13,48;6,78;29,15;13,6;-;-;-;-
VBBR3;6;P/EBITDA;5,4;4,01;7,88;5,05;18,62;10,68;-;-;-;-
VBBR3;7;P/EBIT;6,13;4,57;9,57;5,65;25,89;12,55;-;-;-;-
VBBR3;8;VPA;11,64;10,83;10,56;10,48;7,52;8,31;-;-;-;-
VBBR3;9;P/ATIVO;0,61;0,44;0,74;0,91;1,35;1,18;-;-;-;-
VBBR3;10;LPA;1,75;1,32;2,14;3,35;1,9;2,74;-;-;-;-
VBBR3;11;P/SR;0,15;0,1;0,19;0,32;0,37;0,31;-;-;-;-
VBBR3;12;P/CAP. GIRO;1,97;1,44;2,39;4,02;9,66;3,63;-;-;-;-
VBBR3;13;P/ATIVO CIR. LIQ;-1,33;-0,96;-1,55;-1,72;-2,57;-2,39;-;-;-;-
VBBR3;14;DÍV. LIQ/PL;0,71;1,05;0,83;0,43;0,5;0,26;0,48;1,65;1,23;0,61
VBBR3;15;DIV. LIQ/EBITDA;2,07;2,93;3,23;1,02;2,35;0,9;1,64;27,91;-10,48;4,44
VBBR3;16;DIV. LIQ/EBIT;2,36;3,34;3,92;1,14;3,26;1,05;1,99;-816,93;-7,47;5,86
VBBR3;17;PL/ATIVOS;0,33;0,31;0,36;0,43;0,34;0,38;0,37;0,24;0,32;0,44
VBBR3;18;PASSIVOS/ATIVOS;0,67;0,69;0,64;0,57;0,66;0,62;0,63;0,76;0,68;0,56
VBBR3;19;LIQ. CORRENTE;2,31;2,31;2,42;1,92;1,42;2,81;2,43;2,18;2,3;0,94
VBBR3;20;M.BRUTA;4,58%;4,13%;5,27%;5,47%;6,27%;5,99%;7,53%;7,46%;7,52%;7,40%
VBBR3;21;M.EBITDA;2,81%;2,49%;2,43%;6,26%;1,98%;2,87%;3,04%;0,51%;-1,20%;1,68%
VBBR3;22;M.EBIT;2,47%;2,18%;2,00%;5,60%;1,42%;2,44%;2,51%;-0,02%;-1,68%;1,27%
VBBR3;23;M.LIQ;1,24%;0,85%;1,92%;4,79%;2,33%;3,27%;1,36%;-0,36%;-1,19%;1,14%
VBBR3;24;ROE;15,01%;12,19%;20,29%;31,99%;25,22%;32,97%;13,04%;-4,25%;-11,70%;9,26%
VBBR3;25;ROA;4,97%;3,74%;7,37%;13,79%;8,55%;12,60%;4,84%;-1,00%;-3,72%;4,07%
VBBR3;26;ROIC;11,75%;11,89%;7,38%;17,54%;1,68%;5,05%;12,62%;-1,66%;-10,50%;4,12%
VBBR3;27;GIRO ATIVOS;4,01;4,41;3,84;2,88;3,67;3,86;3,56;2,76;3,11;3,57
VBBR3;28;CAGR REC. 5;16,50%;16,50%;8,47%;-3,48%;-0,73%;-%;-%;-%;-%;-%
VBBR3;29;CAGR LUCRO 5;12,07%;5,95%;-%;-%;14,51%;-%;-%;-%;-%;-%
VITT3;0;D.Y;3,35%;2,81%;0,68%;-%;;;;;;
VITT3;1;P/L;13,19;12,4;19,26;-;;;;;;
VITT3;2;PEG RATIO;-0,53;0,31;-;-;;;;;;
VITT3;3;P/VP;2,28;3,22;4,29;-;;;;;;
VITT3;4;EV/EBITDA;11,55;10,29;14,49;-;;;;;;
VITT3;5;EV/EBIT;13,63;11,18;15,56;-;;;;;;
VITT3;6;P/EBITDA;10,56;9,44;13,45;-;;;;;;
VITT3;7;P/EBIT;12,46;10,26;14,44;-;;;;;;
VITT3;8;VPA;4,32;4,04;3,36;-;;;;;;
VITT3;9;P/ATIVO;1,54;1,94;2,44;-;;;;;;
VITT3;10;LPA;0,75;1,05;0,75;-;;;;;;
VITT3;11;P/SR;1,9;2,18;2,65;-;;;;;;
VITT3;12;P/CAP. GIRO;3,92;5,24;7,02;-;;;;;;
VITT3;13;P/ATIVO CIR. LIQ;-4,11;-6;-8,46;-;;;;;;
VITT3;14;DÍV. LIQ/PL;0,22;0,29;0,33;0,69;;;;;;
VITT3;15;DIV. LIQ/EBITDA;1;0,85;1,04;-;;;;;;
VITT3;16;DIV. LIQ/EBIT;1,18;0,92;1,12;1,97;;;;;;
VITT3;17;PL/ATIVOS;0,67;0,6;0,57;0,46;;;;;;
VITT3;18;PASSIVOS/ATIVOS;0,33;0,39;0,43;0,53;;;;;;
VITT3;19;LIQ. CORRENTE;2,67;2,21;1,95;1,66;;;;;;
VITT3;20;M.BRUTA;37,83%;38,35%;36,49%;36,54%;;;;;;
VITT3;21;M.EBITDA;17,95%;23,15%;19,69%;-%;;;;;;
VITT3;22;M.EBIT;15,21%;21,30%;18,34%;18,95%;;;;;;
VITT3;23;M.LIQ;14,38%;17,62%;13,75%;15,41%;;;;;;
VITT3;24;ROE;17,27%;25,97%;22,30%;28,57%;;;;;;
VITT3;25;ROA;11,65%;15,65%;12,66%;13,17%;;;;;;
VITT3;26;ROIC;13,41%;18,91%;16,00%;17,16%;;;;;;
VITT3;27;GIRO ATIVOS;0,81;0,89;0,92;0,85;;;;;;
VITT3;28;CAGR REC. 5;-%;-%;-%;-%;;;;;;
VITT3;29;CAGR LUCRO 5;-%;-%;-%;-%;;;;;;
VIVA3;0;D.Y;1,30%;0,24%;1,29%;0,36%;-%;;;;;
VIVA3;1;P/L;17,24;14,68;20,13;47,44;23,63;;;;;
VIVA3;2;PEG RATIO;1,08;0,7;-;-;-;;;;;
VIVA3;3;P/VP;3,52;3,2;4,31;5,94;11,38;;;;;
VIVA3;4;EV/EBITDA;11,65;10,62;15,91;25,87;-;;;;;
VIVA3;5;EV/EBIT;15,04;13,84;19,79;33,21;21,53;;;;;
VIVA3;6;P/EBITDA;11,58;10,81;16,39;26,42;-;;;;;
VIVA3;7;P/EBIT;14,94;14,08;20,39;33,93;21,6;;;;;
VIVA3;8;VPA;7,95;7,02;5,9;4,96;2,56;;;;;
VIVA3;9;P/ATIVO;2,18;1,81;2,34;3,25;5,44;;;;;
VIVA3;10;LPA;1,62;1,53;1,26;0,62;1,23;;;;;
VIVA3;11;P/SR;3,22;2,87;4,1;6,64;15,48;;;;;
VIVA3;12;P/CAP. GIRO;5,71;5,12;6,61;8,35;17,39;;;;;
VIVA3;13;P/ATIVO CIR. LIQ;-5,12;-4,52;-6,13;-9,69;17,39;;;;;
VIVA3;14;DÍV. LIQ/PL;0,04;-0,05;-0,13;-0,13;-0,15;;;;;
VIVA3;15;DIV. LIQ/EBITDA;0,12;-0,18;-0,48;-0,56;-0,51;;;;;
VIVA3;16;DIV. LIQ/EBIT;0,15;-0,24;-0,6;-0,72;-0,56;;;;;
VIVA3;17;PL/ATIVOS;0,62;0,57;0,54;0,55;0,58;;;;;
VIVA3;18;PASSIVOS/ATIVOS;0,38;0,43;0,46;0,45;0,42;;;;;
VIVA3;19;LIQ. CORRENTE;3,01;2,42;2,35;2,41;2,88;;;;;
VIVA3;20;M.BRUTA;69,55%;68,89%;67,61%;68,49%;71,20%;;;;;
VIVA3;21;M.EBITDA;27,78%;26,59%;24,99%;25,14%;42,96%;;;;;
VIVA3;22;M.EBIT;21,53%;20,41%;20,10%;19,58%;39,07%;;;;;
VIVA3;23;M.LIQ;18,65%;19,57%;20,36%;14,00%;34,41%;;;;;
VIVA3;24;ROE;20,40%;21,77%;21,43%;12,52%;23,67%;;;;;
VIVA3;25;ROA;12,67%;12,31%;11,64%;6,85%;13,73%;;;;;
VIVA3;26;ROIC;19,88%;18,40%;15,40%;12,05%;17,18%;;;;;
VIVA3;27;GIRO ATIVOS;0,68;0,63;0,57;0,49;0,4;;;;;
VIVA3;28;CAGR REC. 5;-%;-%;-%;-%;-%;;;;;
VIVA3;29;CAGR LUCRO 5;-%;-%;-%;-%;-%;;;;;
VIVR3;0;D.Y;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
VIVR3;1;P/L;-1,28;-7,21;-3,1;-0,69;-0,54;-0,01;-0,05;-0,02;-;-
VIVR3;2;PEG RATIO;-0,05;0,09;-;-;-;0;0;0;-;-
VIVR3;3;P/VP;4,43;-0,53;-0,89;-0,55;-0,88;0,04;-0,09;-0,01;-;-
VIVR3;4;EV/EBITDA;-1,28;-7,4;-7,01;-2,13;-1,92;-3,21;-6,13;-4,18;-;-
VIVR3;5;EV/EBIT;-1,26;-7,2;-6,86;-2,09;-1,88;-3,07;-5,89;-4,11;-;-
VIVR3;6;P/EBITDA;-1,25;-2,17;-3,65;-0,87;-0,73;-0,02;-0,06;-0,02;-;-
VIVR3;7;P/EBIT;-1,23;-2,11;-3,58;-0,85;-0,72;-0,02;-0,06;-0,02;-;-
VIVR3;8;VPA;0,78;-0,94;-1,41;-2,34;-2,9;10,73;-19,32;-149,23;-;-
VIVR3;9;P/ATIVO;0,25;0,26;0,54;0,38;0,23;0;0,01;0,01;-;-
VIVR3;10;LPA;-2,7;-0,07;-0,4;-1,86;-4,76;-45,88;-35,33;-101,68;-;-
VIVR3;11;P/SR;0,73;0,79;2,63;2,82;-;0,02;1,04;-;-;-
VIVR3;12;P/CAP. GIRO;5,82;-0,49;-0,9;-0,51;-0,49;0,14;-0,06;-0,01;-;-
VIVR3;13;P/ATIVO CIR. LIQ;-0,51;-0,59;-1,08;-0,6;-0,37;-0,01;-0,03;-0,02;-;-
VIVR3;14;DÍV. LIQ/PL;0,13;-;-;-;-;5,65;-;-;-;12,44
VIVR3;15;DIV. LIQ/EBITDA;-0,04;-5,24;-3,36;-1,26;-1,18;-3,18;-6,06;-4,16;-6,56;-6,34
VIVR3;16;DIV. LIQ/EBIT;-0,03;-5,09;-3,29;-1,24;-1,16;-3,04;-5,83;-4,09;-6,39;-6,1
VIVR3;17;PL/ATIVOS;0,06;-0,5;-0,61;-0,7;-0,26;0,07;-0,08;-0,52;-0,14;0,05
VIVR3;18;PASSIVOS/ATIVOS;0,94;1,5;1,61;1,7;1,26;0,93;1,08;1,52;1,14;0,95
VIVR3;19;LIQ. CORRENTE;1,09;0,51;0,45;0,32;0,45;1,03;0,86;0,59;0,81;1,14
VIVR3;20;M.BRUTA;28,15%;31,88%;18,54%;-31,88%;24,48%;-37,93%;-149,82%;425,29%;-50,00%;-47,92%
VIVR3;21;M.EBITDA;-58,65%;-36,36%;-71,97%;-325,91%;111,17%;-96,28%;-1595,05%;1351,92%;-137,27%;-92,80%
VIVR3;22;M.EBIT;-59,45%;-37,37%;-73,49%;-332,19%;113,33%;-100,71%;-1660,00%;1374,04%;-140,90%;-96,44%
VIVR3;23;M.LIQ;-57,23%;-10,93%;-84,63%;-410,76%;151,80%;-231,94%;-2032,55%;1933,66%;-232,93%;-147,39%
VIVR3;24;ROE;-346,16%;-7,34%;-28,62%;-79,54%;-164,37%;-427,69%;-182,88%;-68,14%;-141,22%;-311,51%
VIVR3;25;ROA;-19,63%;-3,64%;-17,51%;-55,89%;-42,99%;-30,44%;-14,69%;-35,27%;-19,96%;-15,24%
VIVR3;26;ROIC;-129,26%;-79,85%;-187,30%;867,79%;-265,92%;-29,73%;-28,32%;-46,53%;-18,90%;-14,97%
VIVR3;27;GIRO ATIVOS;0,34;0,33;0,21;0,14;-0,28;0,13;0,01;-0,02;0,09;0,1
VIVR3;28;CAGR REC. 5;83,05%;83,05%;-%;-17,04%;-%;-30,35%;-52,90%;-%;-32,14%;-20,16%
VIVR3;29;CAGR LUCRO 5;-%;-%;-%;-%;-%;-%;-%;-%;-%;-%
VIVT3;0;D.Y;5,06%;7,97%;7,19%;7,34%;6,86%;9,07%;5,84%;5,28%;10,27%;6,84%
VIVT3;1;P/L;17,37;15,74;13,06;16,48;16,58;7,82;15,12;15,07;11,16;9,1
VIVT3;2;PEG RATIO;-1,59;-0,46;-;-;-;0,08;1,18;0,77;-0,36;0,28
VIVT3;3;P/VP;1,22;0,94;1,17;1,13;1,18;0,98;1;0,89;0,56;1
VIVT3;4;EV/EBITDA;-;-;-;-;5,7;-;-;-;-;-
VIVT3;5;EV/EBIT;13;-;-;-;14,33;8,27;12,42;11,66;8,46;10,4
VIVT3;6;P/EBITDA;-;3,34;4,29;4,42;4,57;-;-;-;-;-
VIVT3;7;P/EBIT;11,31;9,75;11,5;11,95;11,49;7,39;10,5;9,66;7,28;8,78
VIVT3;8;VPA;41,64;40,79;41,35;41,13;41,67;42,35;41,08;40,95;61,04;39,93
VIVT3;9;P/ATIVO;0,71;0,54;0,7;0,72;0,77;0,68;0,69;0,6;0,38;0,61
VIVT3;10;LPA;2,93;2,44;3,69;2,82;2,96;5,28;2,73;2,42;3,04;4,39
VIVT3;11;P/SR;1,67;1,34;1,85;1,82;1,87;1,61;1,61;1,45;0,95;1,28
VIVT3;12;P/CAP. GIRO;-51,53;-13,16;-58,24;66,31;90,87;58,08;-61,61;-30,18;-527,27;-90,96
VIVT3;13;P/ATIVO CIR. LIQ;-0,84;-0,63;-0,86;-0,88;-0,93;-0,83;-0,82;-0,74;-0,46;-0,78
VIVT3;14;DÍV. LIQ/PL;0,19;0,25;0,15;0,11;0,15;0,04;0,06;0,06;0,07;0,07
VIVT3;15;DIV. LIQ/EBITDA;-;0,88;0,55;0,42;0,58;-;-;-;-;-
VIVT3;16;DIV. LIQ/EBIT;1,76;2,58;1,48;1,14;1,45;0,29;0,67;0,65;0,93;0,61
VIVT3;17;PL/ATIVOS;0,58;0,57;0,6;0,64;0,65;0,7;0,69;0,68;0,67;0,62
VIVT3;18;PASSIVOS/ATIVOS;0,42;0,43;0,39;0,36;0,35;0,3;0,31;0,32;0,33;0,38
